name,cid
643595,643595
3084262,3084262
6455118,6455118
29385,29385
14246,14246
104755,104755
12697736,12697736
16204960,16204960
137803,137803
145610,145610
168921,168921
12567238,12567238
12477205,12477205
5365214,5365214
16205822,16205822
19353580,19353580
77312,77312
136261,136261
142267,142267
165346,165346
2734184,2734184
5962214,5962214
11320910,11320910
13610083,13610083
85373405,85373405
22722099,22722099
112419,112419
167576,167576
168228,168228
199689,199689
203611,203611
549554,549554
5462879,5462879
12477205,12477205
12497375,12497375
521812,521812
136865,136865
146525,146525
12577074,12577074
18213,18213
22810192,22810192
6433179,6433179
6428523,6428523
529757,529757
524799,524799
524800,524800
15093552,15093552
5364390,5364390
106180,106180
12586450,12586450
524002,524002
13800371,13800371
12541128,12541128
12705708,12705708
13126536,13126536
79005,79005
5364208,5364208
643138,643138
13780737,13780737
4214230,4214230
3050118,3050118
23233663,23233663
20503740,20503740
643940,643940
22602661,22602661
2724577,2724577
20461368,20461368
59079452,59079452
10898635,10898635
90659507,90659507
567393,567393
10197612,10197612
9547954,9547954
552085,552085
5367527,5367527
10942394,10942394
19883177,19883177
6914580,6914580
10011839,10011839
154590,154590
66617091,66617091
525500,525500
3083800,3083800
525390,525390
525503,525503
81827,81827
528855,528855
214813,214813
13273093,13273093
21993411,21993411
22242641,22242641
23069326,23069326
5248724,5248724
15194654,15194654
641523,641523
445391,445391
201326,201326
13780737,13780737
75159,75159
16685041,16685041
21947001,21947001
4214230,4214230
10877229,10877229
518729,518729
15354425,15354425
6333884,6333884
14874589,14874589
15109870,15109870
18546772,18546772
145718,145718
576109,576109
5461136,5461136
13427979,13427979
12564154,12564154
57171030,57171030
6999759,6999759
20221924,20221924
75169,75169
5072427,5072427
24399,24399
6008696,6008696
18405544,18405544
173100,173100
534107,534107
3260420,3260420
172143,172143
14337718,14337718
2724577,2724577
14642708,14642708
59079452,59079452
13780737,13780737
